id,room_type,price,minimum_nights,number_of_reviews
12939,Entire home/apt,100,2,1
12940,Entire home/apt,200,4,10
12941,Private room,65,1,186
12942,Entire home/apt,350,2,4
12943,Private room,120,1,0
12944,Entire home/apt,179,30,0
12945,Entire home/apt,249,30,5
12946,Entire home/apt,165,29,0
12947,Private room,149,1,31
12948,Private room,100,7,8
12949,Entire home/apt,200,30,5
12950,Entire home/apt,189,5,21
12951,Entire home/apt,450,90,0
12952,Entire home/apt,150,4,0
12953,Shared room,55,1,205
12954,Private room,250,1,0
12955,Entire home/apt,250,9,2
12956,Entire home/apt,68,2,9
12957,Private room,150,1,4
12958,Entire home/apt,226,2,3
12959,Entire home/apt,80,60,0
12960,Entire home/apt,100,1,24
12961,Entire home/apt,60,7,0
12962,Private room,50,1,20
12963,Private room,75,2,4
12964,Entire home/apt,80,5,15
12965,Private room,75,1,0
12966,Entire home/apt,99,2,0
12967,Private room,75,1,1
12968,Private room,90,2,0
12969,Entire home/apt,239,30,0
12970,Private room,80,5,3
12971,Private room,120,5,8
12972,Entire home/apt,380,2,12
12973,Entire home/apt,120,5,0
12974,Entire home/apt,115,3,3
12975,Entire home/apt,200,3,0
12976,Entire home/apt,120,5,2
12977,Entire home/apt,251,5,26
12978,Entire home/apt,315,3,5
12979,Private room,100,2,35
12980,Private room,200,1,142
12981,Entire home/apt,120,2,14
12982,Private room,82,1,228
12983,Private room,66,1,5
12984,Entire home/apt,199,10,0
12985,Private room,89,30,13
12986,Private room,82,1,7
12987,Private room,100,7,2
12988,Private room,159,1,0
12989,Entire home/apt,59,4,9
12990,Entire home/apt,189,1,4
12991,Private room,95,2,169
12992,Entire home/apt,350,3,14
12993,Entire home/apt,737,3,0
12994,Entire home/apt,150,1,3
12995,Entire home/apt,575,2,40
12996,Shared room,50,1,181
12997,Private room,74,2,0
12998,Entire home/apt,200,2,154
12999,Entire home/apt,128,3,9
13000,Entire home/apt,100,4,32
13001,Private room,55,3,119
13002,Entire home/apt,225,1,51
13003,Private room,100,1,32
13004,Entire home/apt,150,30,7
13005,Entire home/apt,180,4,13
13006,Entire home/apt,200,3,71
13007,Private room,25,3,34
13008,Private room,100,2,25
13009,Private room,100,1,0
13010,Private room,39,3,6
13011,Entire home/apt,200,2,3
13012,Entire home/apt,399,1,36
13013,Private room,175,1,68
13014,Entire home/apt,355,5,14
13015,Entire home/apt,120,1,3
13016,Entire home/apt,150,2,17
13017,Entire home/apt,419,2,10
13018,Private room,500,1,0
13019,Entire home/apt,149,30,2
13020,Private room,94,7,17
13021,Entire home/apt,225,1,83
13022,Entire home/apt,110,7,0
13023,Entire home/apt,90,7,18
13024,Entire home/apt,87,1,0
13025,Entire home/apt,239,2,13
13026,Entire home/apt,135,2,1
13027,Entire home/apt,115,6,3
13028,Private room,105,3,11
13029,Private room,120,2,57
13030,Entire home/apt,269,4,10
13031,Private room,150,1,7
13032,Entire home/apt,135,3,10
13033,Entire home/apt,250,7,1
13034,Entire home/apt,275,6,0
13035,Entire home/apt,200,30,16
13036,Private room,105,2,18
13037,Entire home/apt,159,2,260
13038,Private room,55,21,2
13039,Private room,100,3,10
13040,Entire home/apt,189,7,3
13041,Entire home/apt,249,1,37
13042,Private room,78,2,1
13043,Private room,90,3,1
13044,Entire home/apt,126,1,3
13045,Entire home/apt,199,3,4
13046,Entire home/apt,379,30,0
13047,Entire home/apt,189,2,7
13048,Entire home/apt,599,3,6
13049,Private room,100,4,28
13050,Entire home/apt,87,4,1
13051,Entire home/apt,200,1,6
13052,Private room,100,3,22
13053,Private room,85,14,99
13054,Entire home/apt,140,7,9
13055,Entire home/apt,110,7,19
13056,Entire home/apt,299,1,1
13057,Entire home/apt,278,30,0
13058,Entire home/apt,300,3,6
13059,Entire home/apt,180,3,4
13060,Private room,330,1,4
13061,Entire home/apt,125,10,4
13062,Entire home/apt,180,1250,2
13063,Private room,29,28,42
13064,Private room,70,2,10
13065,Private room,70,1,76
13066,Private room,80,4,27
13067,Private room,82,30,0
13068,Private room,80,1,1
13069,Private room,52,5,11
13070,Entire home/apt,160,3,50
13071,Private room,110,1,0
13072,Entire home/apt,150,5,3
13073,Entire home/apt,692,1,33
13074,Private room,28,1,1
13075,Entire home/apt,57,24,0
13076,Private room,51,1,0
13077,Entire home/apt,275,3,0
13078,Private room,50,7,25
13079,Private room,40,2,3
13080,Entire home/apt,350,2,34
13081,Private room,150,1,1
13082,Private room,100,3,12
13083,Private room,85,14,3
13084,Private room,87,2,10
13085,Entire home/apt,295,3,22
13086,Entire home/apt,260,3,2
13087,Entire home/apt,140,300,0
13088,Private room,175,1,6
13089,Entire home/apt,350,14,4
13090,Entire home/apt,119,4,2
13091,Entire home/apt,250,6,1
13092,Entire home/apt,150,1,160
13093,Entire home/apt,150,30,5
13094,Entire home/apt,199,30,0
13095,Entire home/apt,80,1,4
13096,Private room,65,3,2
13097,Entire home/apt,120,3,0
13098,Entire home/apt,175,14,1
13099,Private room,112,3,1
13100,Private room,100,2,4
13101,Entire home/apt,200,3,0
13102,Private room,51,1,2
13103,Private room,100,2,5
13104,Private room,94,1,27
13105,Private room,95,6,2
13106,Entire home/apt,75,30,6
13107,Entire home/apt,204,4,3
13108,Private room,75,4,0
13109,Private room,89,3,1
13110,Private room,120,7,6
13111,Private room,109,1,113
13112,Entire home/apt,234,2,12
13113,Entire home/apt,202,29,0
13114,Private room,85,1,23
13115,Private room,100,2,0
13116,Entire home/apt,718,2,0
13117,Private room,90,2,17
13118,Entire home/apt,90,15,8
13119,Private room,98,30,30
13120,Private room,40,10,2
13121,Entire home/apt,550,2,3
13122,Entire home/apt,150,1,48
13123,Private room,73,2,15
13124,Private room,57,30,0
13125,Entire home/apt,138,31,4
13126,Entire home/apt,179,8,15
13127,Entire home/apt,179,1,4
13128,Private room,80,5,0
13129,Private room,129,1,30
13130,Shared room,85,2,22
13131,Entire home/apt,110,3,15
13132,Entire home/apt,250,2,2
13133,Entire home/apt,80,4,3
13134,Private room,67,2,136
13135,Private room,185,1,0
13136,Private room,80,1,2
13137,Entire home/apt,99,30,8
13138,Entire home/apt,585,30,1
13139,Entire home/apt,160,5,70
13140,Entire home/apt,300,2,14
13141,Entire home/apt,170,2,9
13142,Entire home/apt,75,1,2
13143,Private room,57,1,26
13144,Entire home/apt,300,4,19
13145,Private room,160,1,7
13146,Private room,89,3,19
13147,Entire home/apt,159,7,0
13148,Entire home/apt,145,2,3
13149,Entire home/apt,133,6,0
13150,Entire home/apt,179,3,17
13151,Private room,110,4,12
13152,Entire home/apt,244,2,2
13153,Private room,85,1,52
13154,Entire home/apt,200,1,0
13155,Entire home/apt,120,60,5
13156,Entire home/apt,133,30,7
13157,Entire home/apt,133,1,20
13158,Entire home/apt,500,4,72
13159,Entire home/apt,273,3,13
13160,Private room,50,2,1
13161,Entire home/apt,190,2,2
13162,Entire home/apt,140,2,6
13163,Entire home/apt,75,1,5
13164,Entire home/apt,199,2,9
13165,Private room,120,1,0
13166,Entire home/apt,200,10,4
13167,Entire home/apt,200,3,3
13168,Entire home/apt,239,30,0
13169,Entire home/apt,190,30,0
13170,Entire home/apt,1066,1,2
13171,Entire home/apt,196,3,90
13172,Private room,60,3,10
13173,Entire home/apt,250,30,25
13174,Entire home/apt,1200,2,0
13175,Entire home/apt,155,4,10
13176,Entire home/apt,200,30,0
13177,Entire home/apt,110,5,3
13178,Entire home/apt,275,1,13
13179,Private room,99,3,6
13180,Private room,150,1,1
13181,Entire home/apt,334,30,0
13182,Entire home/apt,199,3,8
13183,Private room,99,7,5
13184,Entire home/apt,175,2,0
13185,Entire home/apt,125,6,2
13186,Shared room,360,1,0
13187,Entire home/apt,175,1,0
13188,Entire home/apt,180,4,31
13189,Private room,80,1,28
13190,Entire home/apt,135,7,1
13191,Private room,92,2,0
13192,Private room,80,1,1
13193,Entire home/apt,200,3,16
13194,Private room,45,30,6
13195,Entire home/apt,186,1,0
13196,Private room,94,1,95
13197,Entire home/apt,150,4,0
13198,Entire home/apt,140,5,15
13199,Private room,53,5,8
13200,Private room,65,3,36
13201,Entire home/apt,285,3,16
13202,Entire home/apt,140,15,0
13203,Private room,100,30,19
13204,Entire home/apt,316,30,0
13205,Entire home/apt,250,30,0
13206,Entire home/apt,80,2,1
13207,Entire home/apt,180,5,8
13208,Entire home/apt,480,3,2
13209,Entire home/apt,350,2,4
13210,Entire home/apt,90,30,5
13211,Entire home/apt,177,3,71
13212,Entire home/apt,225,30,0
13213,Private room,91,3,35
13214,Entire home/apt,350,3,85
13215,Entire home/apt,95,7,1
13216,Entire home/apt,95,30,0
13217,Entire home/apt,185,2,205
13218,Entire home/apt,399,5,8
13219,Entire home/apt,176,7,33
13220,Shared room,85,2,47
13221,Entire home/apt,300,15,8
13222,Entire home/apt,1000,30,24
13223,Entire home/apt,190,2,45
13224,Entire home/apt,400,3,32
13225,Entire home/apt,180,1,43
13226,Entire home/apt,200,2,9
13227,Private room,130,7,2
13228,Entire home/apt,298,30,0
13229,Private room,50,3,0
13230,Private room,149,2,32
13231,Private room,150,2,17
13232,Private room,85,1,2
13233,Entire home/apt,120,5,20
13234,Private room,75,5,3
13235,Private room,111,3,104
13236,Entire home/apt,50,1,1
13237,Entire home/apt,180,4,0
13238,Entire home/apt,400,3,0
13239,Private room,56,1,7
13240,Entire home/apt,135,1,5
13241,Entire home/apt,225,1,0
13242,Entire home/apt,255,2,1
13243,Entire home/apt,225,2,2
13244,Entire home/apt,190,1,2
13245,Entire home/apt,205,30,0
13246,Entire home/apt,470,30,0
13247,Entire home/apt,300,4,8
13248,Entire home/apt,245,30,1
13249,Entire home/apt,130,15,0
13250,Private room,100,1,36
13251,Entire home/apt,210,3,5
13252,Entire home/apt,101,2,8
13253,Private room,30,1,1
13254,Entire home/apt,159,30,14
13255,Entire home/apt,49,4,137
13256,Entire home/apt,200,2,24
13257,Entire home/apt,120,2,2
13258,Private room,101,3,4
13259,Private room,69,2,80
13260,Private room,250,1,0
13261,Entire home/apt,90,3,32
13262,Entire home/apt,165,4,2
13263,Private room,50,3,1
13264,Entire home/apt,303,30,0
13265,Private room,60,3,0
13266,Private room,166,1,1
13267,Entire home/apt,199,1,34
13268,Private room,188,2,2
13269,Entire home/apt,85,18,2
13270,Entire home/apt,92,2,0
13271,Private room,115,1,19
13272,Private room,70,1,11
13273,Private room,75,1,5
13274,Private room,100,7,1
13275,Entire home/apt,200,2,0
13276,Entire home/apt,250,2,38
13277,Entire home/apt,117,7,0
13278,Entire home/apt,305,4,0
13279,Entire home/apt,214,2,3
13280,Entire home/apt,178,30,1
13281,Entire home/apt,120,3,15
13282,Private room,70,14,2
13283,Private room,65,3,5
13284,Entire home/apt,120,5,23
13285,Entire home/apt,144,4,70
13286,Entire home/apt,190,1,0
13287,Entire home/apt,170,5,26
13288,Private room,72,3,4
13289,Entire home/apt,199,3,1
13290,Private room,75,1,0
13291,Entire home/apt,122,4,17
13292,Private room,54,1,46
13293,Private room,196,1,6
13294,Entire home/apt,145,3,0
13295,Entire home/apt,300,2,21
13296,Private room,88,1,0
13297,Private room,100,5,66
13298,Entire home/apt,149,4,15
13299,Private room,99,4,51
13300,Entire home/apt,450,2,2
13301,Entire home/apt,200,7,3
13302,Entire home/apt,279,3,2
13303,Private room,150,1,2
13304,Entire home/apt,100,1,1
13305,Entire home/apt,485,5,45
13306,Entire home/apt,1000,2,8
13307,Entire home/apt,250,4,4
13308,Entire home/apt,375,3,0
13309,Private room,110,2,1
13310,Entire home/apt,140,4,1
13311,Entire home/apt,225,4,2
13312,Entire home/apt,450,1,0
13313,Private room,150,2,3
13314,Entire home/apt,369,30,0
13315,Private room,95,1,75
13316,Private room,135,1,0
13317,Entire home/apt,200,2,3
13318,Private room,150,1,0
13319,Entire home/apt,560,30,0
13320,Private room,98,2,8
13321,Private room,52,7,3
13322,Private room,65,1,1
13323,Private room,65,7,9
13324,Private room,90,4,9
13325,Entire home/apt,129,12,20
13326,Private room,105,2,11
13327,Entire home/apt,150,3,1
13328,Entire home/apt,150,2,7
13329,Private room,100,2,97
13330,Private room,110,1,0
13331,Private room,68,3,4
13332,Entire home/apt,140,1,38
13333,Private room,220,1,1
13334,Entire home/apt,3200,90,0
13335,Private room,85,1,439
13336,Entire home/apt,200,1,1
13337,Entire home/apt,175,6,3
13338,Entire home/apt,215,2,0
13339,Private room,52,14,4
13340,Private room,135,2,1
13341,Entire home/apt,100,15,5
13342,Entire home/apt,120,30,1
13343,Entire home/apt,94,1,8
13344,Private room,110,3,0
13345,Entire home/apt,295,7,2
13346,Entire home/apt,150,30,11
13347,Private room,90,3,3
13348,Entire home/apt,165,7,2
13349,Private room,98,2,18
13350,Entire home/apt,348,30,0
13351,Entire home/apt,400,2,66
13352,Private room,89,7,44
13353,Private room,99,7,19
13354,Entire home/apt,447,3,3
13355,Entire home/apt,129,2,47
13356,Entire home/apt,80,30,3
13357,Private room,70,1,3
13358,Entire home/apt,179,5,7
13359,Private room,100,3,210
13360,Entire home/apt,250,4,0
13361,Private room,75,2,0
13362,Entire home/apt,80,1,2
13363,Entire home/apt,180,30,6
13364,Private room,76,5,2
13365,Private room,75,14,0
13366,Entire home/apt,225,2,14
13367,Entire home/apt,158,4,37
13368,Entire home/apt,180,3,10
13369,Entire home/apt,350,3,6
13370,Private room,55,1,53
13371,Entire home/apt,200,30,0
13372,Private room,500,1,0
13373,Entire home/apt,150,15,0
13374,Entire home/apt,162,30,0
13375,Private room,43,2,1
13376,Private room,135,3,126
13377,Private room,140,2,5
13378,Private room,125,1,11
13379,Entire home/apt,189,30,0
13380,Private room,149,1,55
13381,Entire home/apt,150,1,0
13382,Private room,150,2,5
13383,Entire home/apt,220,1,128
13384,Entire home/apt,300,2,2
13385,Entire home/apt,230,30,0
13386,Entire home/apt,210,28,4
13387,Private room,125,60,4
13388,Private room,200,3,1
13389,Entire home/apt,70,30,3
13390,Entire home/apt,850,3,0
13391,Private room,83,2,0
13392,Private room,49,2,0
13393,Private room,60,3,11
13394,Entire home/apt,135,2,2
13395,Entire home/apt,165,7,57
13396,Entire home/apt,235,2,5
13397,Private room,89,2,14
13398,Private room,600,1,0
13399,Private room,65,1,11
13400,Private room,125,1,0
13401,Entire home/apt,120,6,0
13402,Entire home/apt,1799,2,0
13403,Entire home/apt,120,2,2
13404,Entire home/apt,120,5,1
13405,Private room,155,1,62
13406,Private room,48,1,5
13407,Entire home/apt,375,2,22
13408,Private room,50,1,4
13409,Private room,30,1,89
13410,Entire home/apt,349,2,6
13411,Entire home/apt,127,3,182
13412,Entire home/apt,200,30,0
13413,Private room,86,6,5
13414,Entire home/apt,220,7,36
13415,Entire home/apt,125,2,7
13416,Entire home/apt,155,2,1
13417,Entire home/apt,95,4,34
13418,Entire home/apt,250,5,0
13419,Private room,290,2,35
13420,Entire home/apt,125,7,0
13421,Private room,115,2,27
13422,Entire home/apt,200,30,5
13423,Entire home/apt,199,1,116
13424,Entire home/apt,168,1,126
13425,Entire home/apt,139,4,8
13426,Private room,120,3,35
13427,Private room,58,1,5
13428,Entire home/apt,149,31,1
13429,Private room,100,7,0
13430,Entire home/apt,210,1,0
13431,Entire home/apt,280,2,0
13432,Entire home/apt,175,1,1
13433,Private room,175,1,3
13434,Private room,50,60,0
13435,Private room,95,2,4
13436,Entire home/apt,175,2,4
13437,Entire home/apt,325,1,2
13438,Private room,100,1,0
13439,Entire home/apt,299,3,0
13440,Entire home/apt,155,1,123
13441,Private room,295,1,6
13442,Shared room,49,2,17
13443,Entire home/apt,236,2,9
13444,Entire home/apt,399,90,5
13445,Entire home/apt,70,1,144
13446,Entire home/apt,90,1,11
13447,Entire home/apt,145,29,3
13448,Private room,80,1,0
13449,Private room,68,2,203
13450,Private room,70,15,0
13451,Entire home/apt,200,30,9
13452,Private room,95,1,8
13453,Entire home/apt,125,3,25
13454,Entire home/apt,175,3,44
13455,Entire home/apt,200,2,13
13456,Entire home/apt,255,2,69
13457,Entire home/apt,300,5,22
13458,Private room,279,5,2
13459,Entire home/apt,75,30,13
13460,Entire home/apt,745,1,0
13461,Entire home/apt,165,2,40
13462,Entire home/apt,495,6,1
13463,Entire home/apt,250,5,74
13464,Private room,99,4,16
13465,Entire home/apt,153,1,7
13466,Entire home/apt,125,3,23
13467,Private room,90,1,0
13468,Private room,62,30,1
13469,Entire home/apt,110,3,2
13470,Entire home/apt,54,30,0
13471,Entire home/apt,280,30,0
13472,Private room,60,3,50
13473,Private room,69,1,24
13474,Entire home/apt,225,5,24
13475,Shared room,75,7,1
13476,Private room,78,1,22
13477,Private room,70,1,8
13478,Private room,90,3,5
13479,Private room,150,2,1
13480,Entire home/apt,229,4,0
13481,Entire home/apt,190,1,2
13482,Shared room,75,2,8
13483,Entire home/apt,139,30,0
13484,Private room,27,29,1
13485,Entire home/apt,165,1,15
13486,Entire home/apt,400,4,12
13487,Entire home/apt,150,2,8
13488,Entire home/apt,117,3,8
13489,Entire home/apt,285,30,7
13490,Private room,160,2,3
13491,Private room,80,2,45
13492,Private room,120,5,1
13493,Private room,49,3,1
13494,Private room,149,4,22
13495,Private room,125,3,2
13496,Private room,70,1,0
13497,Entire home/apt,350,3,3
13498,Entire home/apt,125,2,21
13499,Private room,120,1,5
13500,Entire home/apt,135,2,4
13501,Entire home/apt,325,3,6
13502,Entire home/apt,134,4,2
13503,Entire home/apt,267,30,0
13504,Private room,55,8,0
13505,Private room,80,1,58
13506,Entire home/apt,145,3,22
13507,Entire home/apt,425,1,127
13508,Entire home/apt,120,2,4
13509,Private room,99,1,0
13510,Entire home/apt,229,30,0
13511,Entire home/apt,125,1,0
13512,Private room,99,3,11
13513,Private room,90,1,0
13514,Entire home/apt,126,2,11
13515,Private room,37,3,5
13516,Entire home/apt,200,1,4
13517,Private room,70,1,141
13518,Entire home/apt,180,2,18
13519,Entire home/apt,505,2,7
13520,Private room,43,10,0
13521,Private room,128,30,0
13522,Entire home/apt,220,30,0
13523,Entire home/apt,140,2,2
13524,Entire home/apt,139,2,160
13525,Entire home/apt,149,1,26
13526,Private room,125,1,6
13527,Entire home/apt,200,1,30
13528,Entire home/apt,245,2,82
13529,Entire home/apt,99,999,2
13530,Private room,99,12,12
13531,Entire home/apt,256,30,3
13532,Entire home/apt,170,2,18
13533,Entire home/apt,275,2,5
13534,Private room,65,1,11
13535,Private room,100,2,10
13536,Entire home/apt,50,6,0
13537,Entire home/apt,159,30,7
13538,Entire home/apt,243,2,6
13539,Entire home/apt,90,5,3
13540,Entire home/apt,325,4,4
13541,Private room,103,5,42
13542,Private room,200,2,43
13543,Private room,110,2,46
13544,Entire home/apt,80,2,4
13545,Private room,100,2,1
13546,Entire home/apt,196,30,1
13547,Entire home/apt,360,2,13
13548,Entire home/apt,500,2,3
13549,Private room,95,1,22
13550,Entire home/apt,147,4,9
13551,Entire home/apt,199,3,19
13552,Private room,160,2,129
13553,Entire home/apt,228,4,16
13554,Entire home/apt,175,20,2
13555,Private room,80,3,23
13556,Entire home/apt,795,2,9
13557,Private room,50,2,26
13558,Entire home/apt,455,2,0
13559,Private room,110,3,1
13560,Entire home/apt,197,1,108
13561,Private room,105,3,4
13562,Entire home/apt,325,4,6
13563,Entire home/apt,206,31,2
13564,Entire home/apt,168,3,3
13565,Entire home/apt,200,60,0
13566,Entire home/apt,120,25,7
13567,Private room,99,3,62
13568,Private room,1500,1,0
13569,Entire home/apt,300,3,4
13570,Entire home/apt,175,3,33
13571,Entire home/apt,125,30,17
13572,Entire home/apt,449,1,3
13573,Private room,85,1,3
13574,Private room,120,1,1
13575,Private room,55,2,6
13576,Private room,180,4,1
13577,Entire home/apt,340,7,38
13578,Entire home/apt,150,20,0
13579,Entire home/apt,135,3,41
13580,Entire home/apt,113,14,26
13581,Shared room,35,2,134
13582,Private room,115,1,16
13583,Private room,45,1,0
13584,Entire home/apt,200,3,3
