neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
Hell's Kitchen,40.7595,-73.98967,Entire home/apt,360,1,13
Washington Heights,40.83414,-73.9438,Private room,70,3,10
Upper West Side,40.78074,-73.97849,Entire home/apt,168,1,138
Financial District,40.70485,-74.00934,Entire home/apt,184,30,0
Upper West Side,40.79657,-73.9624,Private room,120,3,68
Harlem,40.82708,-73.9447,Private room,120,10,1
Hell's Kitchen,40.76451,-73.9882,Private room,200,1,0
Upper West Side,40.7826,-73.98006,Entire home/apt,90,5,18
East Village,40.73121,-73.98693,Entire home/apt,220,5,46
Midtown,40.74716,-73.98454,Entire home/apt,225,29,1
Midtown,40.76541,-73.98179,Entire home/apt,495,30,0
Midtown,40.75106,-73.97485,Private room,172,1,18
Murray Hill,40.74567,-73.97578,Shared room,150,3,17
Midtown,40.74379,-73.98795,Entire home/apt,177,3,22
Lower East Side,40.72158,-73.98998,Entire home/apt,150,3,18
Upper West Side,40.78339,-73.98018,Entire home/apt,159,30,21
Harlem,40.81567,-73.94841,Private room,55,3,100
East Harlem,40.79991,-73.9363,Private room,75,1,20
Hell's Kitchen,40.76333,-73.99141,Private room,125,1,0
Upper East Side,40.77059,-73.95522,Entire home/apt,200,4,7
West Village,40.73722,-74.00043,Entire home/apt,190,1,11
Upper West Side,40.79094,-73.97235,Entire home/apt,238,30,0
Chinatown,40.7189,-73.99627,Entire home/apt,120,5,0
Greenwich Village,40.73448,-73.99797,Entire home/apt,145,5,0
Kips Bay,40.74025,-73.98323,Private room,64,3,4
Midtown,40.7588,-73.96611,Entire home/apt,260,30,1
East Village,40.72305,-73.98834,Private room,150,2,10
Upper East Side,40.77895,-73.94974,Entire home/apt,200,31,3
Two Bridges,40.71145,-73.99607,Private room,130,1,7
Upper West Side,40.80134,-73.96897,Entire home/apt,120,1,19
Harlem,40.82086,-73.94486,Private room,65,30,0
Hell's Kitchen,40.76053,-73.99002,Private room,200,1,0
Midtown,40.74534,-73.98108,Entire home/apt,250,3,0
Harlem,40.82034,-73.94345,Private room,200,1,0
East Harlem,40.7868,-73.95228,Private room,50,2,29
Tribeca,40.71976,-74.00571,Entire home/apt,285,2,124
East Village,40.72923,-73.98251,Private room,99,1,1
Midtown,40.75721,-73.96813,Private room,50,1,18
Washington Heights,40.85264,-73.93976,Private room,160,3,6
Harlem,40.8041,-73.95261,Private room,35,2,7
Lower East Side,40.71752,-73.98887,Private room,75,2,24
Kips Bay,40.74448,-73.97776,Entire home/apt,176,30,4
Harlem,40.82272,-73.94502,Entire home/apt,450,31,56
East Village,40.72895,-73.98558,Entire home/apt,200,1,0
Murray Hill,40.74828,-73.97917,Entire home/apt,799,5,5
East Harlem,40.7882,-73.9405,Private room,80,3,0
Hell's Kitchen,40.75689,-73.997,Entire home/apt,380,4,2
Chinatown,40.71716,-73.99716,Private room,90,1,1
Upper East Side,40.78351,-73.94709,Private room,75,1,6
Harlem,40.82042,-73.95305,Private room,65,1,0
Harlem,40.80666,-73.95703,Private room,90,2,67
SoHo,40.72525,-74.00142,Entire home/apt,1306,1,0
East Harlem,40.7947,-73.94115,Entire home/apt,160,1,0
Greenwich Village,40.72954,-74.00206,Entire home/apt,215,4,6
Harlem,40.82786,-73.94845,Private room,50,2,11
Little Italy,40.71815,-73.99756,Private room,51,30,0
Upper West Side,40.79951,-73.96767,Private room,67,5,1
Hell's Kitchen,40.75999,-73.99274,Entire home/apt,175,30,5
Midtown,40.74897,-73.98265,Private room,500,5,0
Hell's Kitchen,40.76223,-73.99458,Entire home/apt,163,6,25
Upper West Side,40.78588,-73.97117,Private room,200,4,0
Midtown,40.75611,-73.97209,Private room,329,1,1
Lower East Side,40.72014,-73.98277,Entire home/apt,250,13,9
Midtown,40.75246,-73.97356,Entire home/apt,198,2,27
Hell's Kitchen,40.76186,-73.99737,Entire home/apt,150,10,4
East Village,40.7241,-73.97992,Entire home/apt,600,3,0
Upper West Side,40.78116,-73.98672,Entire home/apt,300,5,0
Harlem,40.82772,-73.93877,Private room,80,1,15
Upper East Side,40.77708,-73.95113,Entire home/apt,235,31,5
Harlem,40.81586,-73.94117,Entire home/apt,129,5,91
Chelsea,40.7437,-73.99476,Entire home/apt,200,30,7
Harlem,40.83096,-73.95016,Private room,89,25,1
Upper East Side,40.76761,-73.95391,Entire home/apt,195,6,5
Upper East Side,40.775,-73.94842,Entire home/apt,110,3,4
East Village,40.72854,-73.98434,Entire home/apt,171,2,1
Murray Hill,40.74643,-73.97536,Entire home/apt,200,1,1
Chinatown,40.7133,-73.9956,Private room,70,3,1
Harlem,40.82119,-73.95583,Private room,70,4,11
Lower East Side,40.72309,-73.98926,Private room,150,1,0
Hell's Kitchen,40.7555,-73.99399,Entire home/apt,150,7,2
Hell's Kitchen,40.76052,-73.99115,Entire home/apt,860,4,39
Midtown,40.74238,-73.98439,Entire home/apt,91,2,1
West Village,40.7319,-74.00489,Entire home/apt,175,1,4
Harlem,40.80624,-73.9502,Private room,90,1,1
Financial District,40.70767,-74.01061,Entire home/apt,403,2,8
Upper West Side,40.77156,-73.98284,Private room,280,2,60
Harlem,40.80729,-73.95238,Private room,110,3,76
Harlem,40.80516,-73.94299,Entire home/apt,117,3,126
Upper West Side,40.78873,-73.97402,Entire home/apt,195,2,16
Harlem,40.818,-73.94134,Private room,60,2,51
Harlem,40.80211,-73.94573,Entire home/apt,165,5,42
SoHo,40.72552,-74.00101,Entire home/apt,240,2,0
Chelsea,40.74392,-73.9946,Entire home/apt,250,4,0
Hell's Kitchen,40.76268,-73.99235,Entire home/apt,800,3,59
West Village,40.73632,-74.00601,Entire home/apt,158,14,4
East Harlem,40.78837,-73.94628,Private room,75,2,51
East Village,40.72554,-73.98875,Private room,100,3,4
Washington Heights,40.83562,-73.94581,Private room,90,1,0
Chelsea,40.74025,-74.00161,Private room,95,5,20
Washington Heights,40.83424,-73.94275,Private room,65,3,0
Nolita,40.72204,-73.99705,Private room,100,2,10
East Village,40.72382,-73.97683,Private room,110,2,7
Upper West Side,40.77221,-73.9875,Private room,100,2,15
Chelsea,40.74366,-74.0005,Private room,70,1,2
Lower East Side,40.72224,-73.99192,Entire home/apt,170,1,0
Harlem,40.81968,-73.93858,Private room,40,1,7
Harlem,40.8215,-73.95006,Entire home/apt,100,2,243
Lower East Side,40.72004,-73.98896,Entire home/apt,257,3,11
East Village,40.72849,-73.98002,Entire home/apt,150,2,8
Chinatown,40.71544,-73.99052,Entire home/apt,250,2,1
Midtown,40.76555,-73.98272,Private room,100,1,0
East Village,40.72715,-73.98623,Private room,120,1,39
Gramercy,40.73328,-73.98241,Entire home/apt,159,8,33
Greenwich Village,40.73103,-74.00141,Entire home/apt,120,27,4
Financial District,40.70571,-74.01509,Entire home/apt,189,30,1
Inwood,40.86306,-73.92896,Entire home/apt,175,2,38
Harlem,40.81892,-73.94647,Private room,70,3,86
Midtown,40.7557,-73.96871,Entire home/apt,185,3,35
Hell's Kitchen,40.7647,-73.99414,Entire home/apt,120,30,0
East Village,40.72264,-73.9837,Entire home/apt,160,4,0
Harlem,40.81113,-73.94113,Entire home/apt,150,2,21
Midtown,40.74906,-73.98454,Private room,135,1,70
Chelsea,40.74466,-73.99504,Entire home/apt,170,2,4
Hell's Kitchen,40.76679,-73.98598,Entire home/apt,150,7,23
Washington Heights,40.84448,-73.93576,Private room,50,2,1
Financial District,40.70423,-74.00909,Entire home/apt,365,2,0
Tribeca,40.71924,-74.01165,Private room,127,2,2
Financial District,40.70734,-74.01056,Entire home/apt,412,2,13
Harlem,40.8012,-73.95424,Shared room,75,1,6
Harlem,40.81108,-73.94682,Entire home/apt,85,2,2
Lower East Side,40.71366,-73.98799,Private room,72,4,59
Harlem,40.82332,-73.95471,Private room,90,2,16
Midtown,40.75449,-73.96545,Entire home/apt,199,3,0
Midtown,40.75911,-73.97011,Entire home/apt,479,2,3
East Harlem,40.80083,-73.93778,Entire home/apt,300,1,5
Harlem,40.8097,-73.94256,Entire home/apt,125,5,15
Midtown,40.7579,-73.96243,Entire home/apt,170,1,1
Harlem,40.81991,-73.95248,Private room,75,1,4
Morningside Heights,40.80887,-73.95917,Entire home/apt,120,5,3
Upper East Side,40.77316,-73.94998,Entire home/apt,120,2,29
Financial District,40.70656,-74.00499,Entire home/apt,215,29,0
East Village,40.72164,-73.97927,Entire home/apt,175,1,9
Morningside Heights,40.80542,-73.9623,Entire home/apt,290,5,0
Midtown,40.76593,-73.98087,Private room,399,1,3
West Village,40.72966,-74.00234,Entire home/apt,150,2,1
East Village,40.72687,-73.98416,Entire home/apt,396,1,15
Harlem,40.82771,-73.94699,Entire home/apt,80,5,1
Chelsea,40.74578,-73.99091,Private room,130,2,3
Battery Park City,40.7109,-74.01768,Entire home/apt,250,30,0
East Harlem,40.7948,-73.93457,Entire home/apt,264,3,38
Lower East Side,40.71914,-73.99174,Entire home/apt,189,5,220
West Village,40.7328,-74.00468,Entire home/apt,180,3,15
Harlem,40.82411,-73.95441,Private room,47,8,31
SoHo,40.72523,-74.00127,Entire home/apt,200,1,0
Upper East Side,40.76383,-73.9687,Entire home/apt,169,2,3
Midtown,40.75775,-73.97956,Entire home/apt,300,7,14
Chelsea,40.74017,-73.99485,Entire home/apt,175,3,6
Tribeca,40.71494,-74.00676,Entire home/apt,349,30,0
Midtown,40.74311,-73.98675,Private room,300,1,0
Upper East Side,40.78147,-73.95284,Entire home/apt,100,365,27
East Harlem,40.79803,-73.94185,Entire home/apt,350,3,8
Financial District,40.70768,-74.00603,Entire home/apt,197,29,2
Lower East Side,40.71923,-73.98582,Private room,119,1,7
Harlem,40.82177,-73.95472,Private room,55,4,13
Inwood,40.86444,-73.92899,Private room,45,5,0
Harlem,40.82544,-73.9402,Private room,65,7,45
Upper East Side,40.76021,-73.96157,Entire home/apt,165,30,10
Washington Heights,40.83755,-73.94224,Private room,50,1,3
Lower East Side,40.72003,-73.98646,Private room,200,3,8
Greenwich Village,40.7282,-74.00165,Private room,85,2,0
Midtown,40.75283,-73.96736,Entire home/apt,370,3,9
Midtown,40.76085,-73.96627,Entire home/apt,180,2,2
Flatiron District,40.74077,-73.98718,Private room,129,1,47
Washington Heights,40.84805,-73.94209,Shared room,42,1,14
Upper East Side,40.76988,-73.95125,Entire home/apt,140,5,0
West Village,40.73545,-74.00686,Entire home/apt,195,2,30
East Village,40.72292,-73.98732,Entire home/apt,173,2,3
Midtown,40.7572,-73.96464,Entire home/apt,179,30,0
Theater District,40.76178,-73.98547,Entire home/apt,330,30,0
Harlem,40.81196,-73.95221,Private room,65,1,3
Harlem,40.82434,-73.94816,Shared room,36,1,84
Murray Hill,40.74916,-73.98115,Entire home/apt,150,30,5
Upper West Side,40.77796,-73.98191,Entire home/apt,230,30,0
SoHo,40.7239,-74.00379,Private room,100,1,0
East Village,40.72578,-73.98236,Entire home/apt,140,5,16
Harlem,40.81889,-73.94269,Private room,40,21,0
Harlem,40.82339,-73.95106,Entire home/apt,91,1,0
East Village,40.72515,-73.9839,Entire home/apt,129,3,76
Little Italy,40.71927,-73.99663,Private room,45,25,0
Washington Heights,40.83985,-73.93715,Entire home/apt,65,3,14
Inwood,40.86717,-73.9194,Entire home/apt,99,20,11
Harlem,40.816,-73.95545,Private room,100,1,33
Gramercy,40.73624,-73.97966,Entire home/apt,250,4,0
Hell's Kitchen,40.76407,-73.98868,Entire home/apt,169,30,0
Hell's Kitchen,40.76398,-73.986,Private room,99,3,12
Morningside Heights,40.80264,-73.95921,Private room,175,5,2
Upper West Side,40.78484,-73.97862,Private room,120,2,8
Chelsea,40.7503,-73.99746,Entire home/apt,175,3,3
East Village,40.72504,-73.98327,Private room,68,1,31
Kips Bay,40.74079,-73.98303,Entire home/apt,750,31,0
Harlem,40.80097,-73.9489,Private room,89,1,8
Harlem,40.81513,-73.95685,Private room,51,5,0
East Village,40.72216,-73.98043,Private room,72,10,6
Greenwich Village,40.73386,-73.99643,Entire home/apt,220,5,7
Financial District,40.70544,-74.01616,Entire home/apt,110,1,2
Midtown,40.75965,-73.96631,Entire home/apt,140,30,12
East Harlem,40.80998,-73.93899,Entire home/apt,150,5,31
Chelsea,40.7411,-74.00184,Private room,112,5,31
Upper East Side,40.77707,-73.94994,Entire home/apt,400,3,124
Harlem,40.82458,-73.95038,Entire home/apt,150,1,287
East Village,40.72639,-73.99052,Private room,150,2,0
Theater District,40.76187,-73.98599,Entire home/apt,249,1,3
Tribeca,40.71683,-74.00574,Private room,225,1,1
East Harlem,40.79244,-73.94028,Private room,80,3,18
SoHo,40.72129,-74.0019,Entire home/apt,250,30,0
Hell's Kitchen,40.7647,-73.98853,Shared room,75,1,8
Harlem,40.81771,-73.952,Entire home/apt,150,3,3
Upper West Side,40.80109,-73.96523,Private room,99,2,14
East Harlem,40.78591,-73.94832,Entire home/apt,275,2,95
Washington Heights,40.84862,-73.93299,Private room,75,2,45
Financial District,40.70721,-74.01226,Private room,258,2,6
East Village,40.72181,-73.98146,Entire home/apt,149,3,1
West Village,40.73495,-74.00583,Private room,200,2,0
Hell's Kitchen,40.75383,-73.99536,Entire home/apt,190,30,4
East Village,40.72471,-73.98891,Entire home/apt,106,3,0
East Village,40.72713,-73.98159,Entire home/apt,175,2,35
Upper East Side,40.78126,-73.94655,Entire home/apt,133,30,9
Harlem,40.82554,-73.9535,Private room,100,5,0
Lower East Side,40.7151,-73.98661,Entire home/apt,180,3,49
East Village,40.72315,-73.97878,Entire home/apt,150,5,8
Harlem,40.82252,-73.94858,Private room,125,1,63
Upper East Side,40.76203,-73.96183,Private room,130,1,0
Harlem,40.83034,-73.94902,Entire home/apt,125,2,31
Greenwich Village,40.73177,-73.99936,Entire home/apt,90,42,2
Midtown,40.76071,-73.96469,Entire home/apt,150,30,8
Upper West Side,40.79301,-73.97544,Entire home/apt,124,2,28
Washington Heights,40.83907,-73.94256,Private room,49,2,0
Upper East Side,40.76269,-73.96053,Entire home/apt,465,4,1
Washington Heights,40.85265,-73.93247,Private room,35,20,1
Financial District,40.70656,-74.01092,Entire home/apt,227,2,8
Harlem,40.82521,-73.94159,Entire home/apt,200,2,2
Washington Heights,40.83693,-73.93643,Entire home/apt,80,1,20
Chinatown,40.71475,-73.99257,Entire home/apt,130,180,15
Inwood,40.86804,-73.92429,Private room,57,7,1
Theater District,40.76105,-73.98638,Entire home/apt,239,30,1
SoHo,40.72558,-74.00195,Private room,145,2,1
Kips Bay,40.74405,-73.97596,Private room,80,1,0
Upper West Side,40.80034,-73.96127,Private room,39,3,1
East Village,40.72753,-73.98412,Entire home/apt,190,2,5
Harlem,40.82396,-73.94388,Entire home/apt,450,5,81
Upper West Side,40.77692,-73.98111,Entire home/apt,206,5,0
Chelsea,40.74438,-73.997,Entire home/apt,250,5,0
Battery Park City,40.71019,-74.01705,Entire home/apt,130,60,4
West Village,40.73089,-74.00302,Private room,139,1,203
Upper East Side,40.77195,-73.9537,Entire home/apt,199,2,0
Chelsea,40.73934,-74.00146,Entire home/apt,180,3,2
Chelsea,40.74293,-73.99922,Private room,80,1,2
Lower East Side,40.71922,-73.98472,Private room,69,2,36
Lower East Side,40.72215,-73.9914,Entire home/apt,150,30,17
Hell's Kitchen,40.76248,-73.98937,Entire home/apt,299,4,8
East Harlem,40.8008,-73.94347,Private room,130,1,3
Harlem,40.80335,-73.9575,Private room,80,14,10
Upper West Side,40.79976,-73.96549,Entire home/apt,200,1,2
Harlem,40.80436,-73.95649,Private room,80,45,1
Chelsea,40.74481,-74.00148,Entire home/apt,549,4,17
Upper East Side,40.77032,-73.95268,Entire home/apt,179,1,138
Lower East Side,40.70993,-73.987,Shared room,35,14,6
East Village,40.73018,-73.97981,Private room,60,60,0
Chelsea,40.74526,-74.00605,Entire home/apt,269,1,4
East Village,40.73106,-73.98467,Entire home/apt,120,3,4
Midtown,40.75228,-73.97185,Private room,799,2,1
Harlem,40.80214,-73.95325,Private room,65,6,1
Nolita,40.72158,-73.9941,Private room,62,30,0
East Harlem,40.80147,-73.94451,Private room,60,3,40
East Harlem,40.78626,-73.94429,Private room,40,4,2
Greenwich Village,40.72891,-74.00109,Entire home/apt,149,5,0
Upper West Side,40.77743,-73.97616,Entire home/apt,325,3,4
West Village,40.73198,-74.00526,Entire home/apt,149,31,5
Lower East Side,40.7144,-73.98201,Entire home/apt,297,20,0
East Harlem,40.80161,-73.94277,Private room,75,1,7
Chinatown,40.71565,-73.99211,Entire home/apt,250,4,2
West Village,40.73295,-74.00365,Entire home/apt,89,1,0
Chelsea,40.74674,-74.00316,Entire home/apt,333,1,4
Harlem,40.82343,-73.94507,Private room,61,1,86
Lower East Side,40.72026,-73.98468,Shared room,68,1,5
Inwood,40.86725,-73.92726,Entire home/apt,150,1,0
Upper East Side,40.7814,-73.95206,Shared room,50,1,38
Kips Bay,40.74375,-73.97372,Entire home/apt,499,1,10
Gramercy,40.73643,-73.98724,Entire home/apt,225,30,0
Stuyvesant Town,40.73126,-73.98149,Private room,73,2,1
Chinatown,40.71496,-73.99063,Entire home/apt,120,1,0
NoHo,40.72746,-73.99288,Entire home/apt,150,6,0
East Harlem,40.78845,-73.95484,Private room,1100,1,1
Washington Heights,40.85504,-73.93648,Entire home/apt,115,7,11
Harlem,40.82532,-73.94992,Private room,55,14,66
Kips Bay,40.74136,-73.98006,Entire home/apt,159,30,5
Washington Heights,40.8483,-73.93115,Private room,125,3,0
East Harlem,40.79303,-73.93368,Entire home/apt,175,2,24
Roosevelt Island,40.76213,-73.94893,Entire home/apt,160,4,9
Hell's Kitchen,40.76494,-73.98874,Entire home/apt,250,1,0
Hell's Kitchen,40.76511,-73.98762,Private room,139,2,35
Theater District,40.76093,-73.98327,Private room,302,3,0
Harlem,40.81128,-73.94647,Entire home/apt,285,30,104
Chelsea,40.74052,-74.00423,Entire home/apt,385,3,3
Upper East Side,40.76125,-73.96449,Private room,79,1,0
Chelsea,40.73863,-73.99965,Entire home/apt,499,2,1
Financial District,40.70706,-74.00991,Private room,3000,3,0
Chelsea,40.74184,-73.99877,Entire home/apt,128,6,6
Upper East Side,40.77162,-73.95808,Entire home/apt,150,1,6
Harlem,40.82167,-73.94988,Entire home/apt,110,6,5
Chelsea,40.744,-73.99721,Private room,65,3,12
West Village,40.73624,-74.00311,Entire home/apt,290,3,59
West Village,40.73389,-74.00086,Entire home/apt,245,60,12
East Village,40.7276,-73.98347,Private room,72,5,451
Chelsea,40.74309,-73.99535,Private room,115,55,11
East Village,40.72347,-73.98116,Entire home/apt,150,5,0
Upper West Side,40.80027,-73.96971,Private room,120,1,0
East Village,40.73237,-73.98495,Entire home/apt,225,7,1
Hell's Kitchen,40.76885,-73.98631,Entire home/apt,165,3,68
Harlem,40.83069,-73.94779,Private room,58,4,131
NoHo,40.72831,-73.99327,Entire home/apt,179,1,1
Financial District,40.70542,-74.00678,Private room,105,2,3
Midtown,40.75652,-73.96859,Private room,100,2,8
Upper East Side,40.78073,-73.94976,Entire home/apt,185,1,4
Financial District,40.70903,-74.01401,Entire home/apt,235,30,0
Financial District,40.70753,-74.00514,Entire home/apt,205,29,1
Lower East Side,40.71922,-73.98714,Private room,109,1,1
Chinatown,40.71385,-73.99711,Private room,75,1,3
Upper East Side,40.77108,-73.95967,Private room,82,3,10
Upper East Side,40.76521,-73.96337,Private room,99,3,14
Upper East Side,40.77751,-73.95575,Private room,65,4,10
Lower East Side,40.72091,-73.98475,Entire home/apt,300,3,57
Greenwich Village,40.72831,-73.9987,Entire home/apt,380,6,29
Upper West Side,40.77483,-73.98973,Entire home/apt,200,30,1
East Harlem,40.79466,-73.94032,Private room,34,30,0
Upper West Side,40.8005,-73.96211,Private room,107,2,0
Harlem,40.8067,-73.94481,Entire home/apt,170,2,8
Hell's Kitchen,40.76138,-73.99825,Entire home/apt,104,28,1
Harlem,40.80772,-73.951,Entire home/apt,400,2,1
Theater District,40.76095,-73.98668,Private room,150,2,3
East Village,40.72509,-73.97898,Entire home/apt,117,3,7
Hell's Kitchen,40.76071,-73.99188,Private room,125,3,0
Upper East Side,40.76449,-73.96169,Private room,105,3,75
Harlem,40.82365,-73.93786,Entire home/apt,80,10,17
Upper West Side,40.79321,-73.9694,Entire home/apt,1000,1,0
Upper West Side,40.78484,-73.97707,Entire home/apt,154,3,78
Upper East Side,40.77672,-73.94697,Private room,51,30,9
Harlem,40.80864,-73.95007,Entire home/apt,117,28,125
Washington Heights,40.84861,-73.93716,Entire home/apt,72,2,11
Midtown,40.75614,-73.96706,Entire home/apt,225,5,30
Upper East Side,40.77194,-73.94773,Private room,84,3,150
Upper East Side,40.76615,-73.95639,Private room,85,1,0
Chelsea,40.74463,-73.9919,Entire home/apt,136,30,0
East Harlem,40.79619,-73.93653,Entire home/apt,359,5,4
Harlem,40.82952,-73.95064,Private room,75,4,3
Harlem,40.82251,-73.9512,Private room,112,1,5
Harlem,40.82411,-73.9509,Entire home/apt,98,2,2
Financial District,40.70662,-74.0051,Entire home/apt,150,3,6
Midtown,40.75271,-73.96638,Entire home/apt,714,28,0
Gramercy,40.7317,-73.9833,Private room,100,3,9
Upper West Side,40.77892,-73.98238,Entire home/apt,499,30,64
