id,room_type,price,minimum_nights,number_of_reviews
12759,Private room,254,29,0
12760,Entire home/apt,340,5,6
12761,Private room,255,2,0
12762,Private room,400,1,159
12763,Private room,100,1,0
12764,Private room,85,30,7
12765,Entire home/apt,275,2,11
12766,Entire home/apt,105,1,1
12767,Entire home/apt,1700,1,2
12768,Entire home/apt,200,30,0
12769,Private room,165,2,131
12770,Private room,434,2,52
12771,Entire home/apt,550,30,0
12772,Entire home/apt,85,2,68
12773,Entire home/apt,236,29,31
12774,Entire home/apt,200,30,4
12775,Private room,115,3,0
12776,Entire home/apt,140,6,5
12777,Entire home/apt,300,2,79
12778,Private room,65,2,0
12779,Private room,180,1,0
12780,Entire home/apt,250,1,0
12781,Entire home/apt,85,122,4
12782,Private room,98,2,13
12783,Entire home/apt,60,30,0
12784,Entire home/apt,225,1,2
12785,Private room,70,3,1
12786,Entire home/apt,125,30,11
12787,Private room,120,1,3
12788,Private room,89,30,7
12789,Entire home/apt,110,1,7
12790,Private room,100,2,1
12791,Shared room,89,5,1
12792,Entire home/apt,85,7,9
12793,Private room,81,7,2
12794,Entire home/apt,550,3,1
12795,Entire home/apt,134,1,99
12796,Entire home/apt,250,2,2
12797,Private room,30,2,1
12798,Private room,50,7,20
12799,Private room,190,4,24
12800,Entire home/apt,119,3,4
12801,Entire home/apt,244,2,0
12802,Private room,105,3,1
12803,Private room,85,5,5
12804,Private room,100,4,4
12805,Private room,150,1,13
12806,Private room,55,1,38
12807,Private room,120,1,0
12808,Entire home/apt,176,1,0
12809,Entire home/apt,180,30,6
12810,Private room,50,1,0
12811,Private room,90,3,1
12812,Entire home/apt,140,15,0
12813,Entire home/apt,170,30,8
12814,Private room,88,3,3
12815,Entire home/apt,150,1,3
12816,Entire home/apt,275,10,0
12817,Private room,75,3,248
12818,Private room,185,1,0
12819,Entire home/apt,181,1,100
12820,Entire home/apt,130,5,7
12821,Entire home/apt,250,1,69
12822,Entire home/apt,99,3,3
12823,Entire home/apt,389,3,35
12824,Entire home/apt,345,3,53
12825,Private room,85,3,0
12826,Shared room,79,1,23
12827,Entire home/apt,850,7,0
12828,Entire home/apt,240,2,104
12829,Entire home/apt,115,3,6
12830,Entire home/apt,225,5,1
12831,Entire home/apt,129,34,14
12832,Entire home/apt,349,2,2
12833,Private room,479,2,3
12834,Entire home/apt,175,5,52
12835,Private room,99,1,0
12836,Private room,189,1,190
12837,Private room,100,5,12
12838,Private room,70,2,6
12839,Private room,100,1,59
12840,Entire home/apt,169,1,0
12841,Entire home/apt,197,2,4
12842,Private room,40,7,1
12843,Entire home/apt,160,30,1
12844,Private room,115,1,43
12845,Entire home/apt,189,2,1
12846,Entire home/apt,355,2,19
12847,Private room,110,5,56
12848,Private room,95,1,93
12849,Entire home/apt,250,3,17
12850,Entire home/apt,149,24,1
12851,Entire home/apt,189,2,127
12852,Entire home/apt,159,30,4
12853,Entire home/apt,150,4,5
12854,Private room,120,1,3
12855,Private room,89,2,1
12856,Private room,130,1,10
12857,Private room,175,2,28
12858,Private room,150,2,65
12859,Entire home/apt,280,4,0
12860,Private room,87,1,3
12861,Private room,87,1,1
12862,Entire home/apt,110,1,8
12863,Entire home/apt,200,1,0
12864,Entire home/apt,120,4,0
12865,Entire home/apt,250,5,2
12866,Private room,75,2,37
12867,Private room,65,1,191
12868,Entire home/apt,199,2,14
12869,Private room,120,3,0
12870,Entire home/apt,145,4,17
12871,Entire home/apt,700,1,0
12872,Private room,85,2,1
12873,Private room,58,1,3
12874,Entire home/apt,154,30,0
12875,Entire home/apt,180,1,2
12876,Entire home/apt,375,7,0
12877,Entire home/apt,274,2,4
12878,Private room,99,2,9
12879,Private room,69,1,6
12880,Entire home/apt,300,12,11
12881,Entire home/apt,160,3,20
12882,Entire home/apt,127,3,3
12883,Entire home/apt,235,2,39
12884,Entire home/apt,400,5,0
12885,Private room,70,1,59
12886,Private room,490,3,2
12887,Shared room,89,2,150
12888,Private room,425,3,48
12889,Entire home/apt,151,2,22
12890,Entire home/apt,190,5,3
12891,Private room,75,3,2
12892,Entire home/apt,120,2,14
12893,Entire home/apt,450,2,17
12894,Private room,58,1,390
12895,Private room,85,2,5
12896,Entire home/apt,850,4,1
12897,Entire home/apt,150,2,16
12898,Entire home/apt,100,1,24
12899,Entire home/apt,130,2,5
12900,Private room,200,1,0
12901,Entire home/apt,100,30,3
12902,Entire home/apt,164,29,2
12903,Private room,69,3,10
12904,Entire home/apt,125,1,5
12905,Entire home/apt,200,3,2
12906,Entire home/apt,250,1,0
12907,Entire home/apt,275,30,0
12908,Private room,99,1,7
12909,Entire home/apt,125,30,14
12910,Entire home/apt,70,3,1
12911,Entire home/apt,185,3,1
12912,Private room,800,2,46
12913,Entire home/apt,495,2,3
12914,Entire home/apt,120,3,1
12915,Private room,100,2,36
12916,Private room,908,2,0
12917,Entire home/apt,125,15,0
12918,Entire home/apt,775,30,21
12919,Entire home/apt,350,5,18
12920,Entire home/apt,150,12,3
12921,Entire home/apt,228,30,0
12922,Private room,70,2,1
12923,Entire home/apt,60,4,4
12924,Private room,70,2,7
12925,Entire home/apt,292,2,1
12926,Entire home/apt,95,2,92
12927,Entire home/apt,1500,4,2
12928,Entire home/apt,180,2,11
12929,Entire home/apt,100,1,8
12930,Entire home/apt,99,7,4
12931,Entire home/apt,125,30,2
12932,Private room,100,1,0
12933,Entire home/apt,299,2,12
12934,Entire home/apt,199,3,1
12935,Entire home/apt,180,2,5
12936,Entire home/apt,229,29,21
12937,Private room,100,4,38
12938,Private room,40,1,41
12939,Entire home/apt,100,1,12
12940,Entire home/apt,490,2,3
12941,Private room,60,1,1
12942,Entire home/apt,295,3,31
12943,Private room,54,30,1
12944,Private room,75,1,0
12945,Entire home/apt,269,5,3
12946,Private room,130,1,1
12947,Private room,60,3,17
12948,Entire home/apt,120,4,1
12949,Private room,105,1,0
12950,Private room,89,1,0
12951,Entire home/apt,259,30,0
12952,Private room,220,3,2
12953,Private room,70,2,5
12954,Entire home/apt,120,2,5
12955,Private room,240,2,2
12956,Entire home/apt,139,1,32
12957,Entire home/apt,250,3,0
12958,Entire home/apt,209,3,23
12959,Entire home/apt,90,30,15
12960,Private room,100,1,1
12961,Entire home/apt,542,2,4
12962,Private room,54,3,1
12963,Entire home/apt,295,2,91
12964,Shared room,40,3,1
12965,Entire home/apt,130,4,10
12966,Entire home/apt,130,5,14
12967,Private room,155,20,1
12968,Private room,75,2,1
12969,Private room,200,1,6
12970,Entire home/apt,210,1,10
12971,Private room,100,5,3
12972,Entire home/apt,205,2,5
12973,Entire home/apt,134,5,5
12974,Private room,300,60,0
12975,Private room,175,11,8
12976,Private room,122,2,2
12977,Entire home/apt,223,30,5
12978,Entire home/apt,400,3,7
12979,Private room,70,28,1
12980,Entire home/apt,200,2,1
12981,Private room,50,2,50
12982,Entire home/apt,199,2,0
12983,Private room,42,30,0
12984,Private room,280,1,0
12985,Entire home/apt,365,2,9
12986,Entire home/apt,82,30,3
12987,Private room,177,2,56
12988,Entire home/apt,150,30,6
12989,Private room,70,5,56
12990,Private room,125,2,23
12991,Private room,300,3,36
12992,Private room,120,1,0
12993,Entire home/apt,395,2,6
12994,Private room,99,1,52
12995,Entire home/apt,300,1,0
12996,Private room,69,2,9
12997,Entire home/apt,250,5,3
12998,Entire home/apt,145,5,0
12999,Private room,89,1,0
13000,Entire home/apt,100,5,19
13001,Entire home/apt,115,2,177
13002,Entire home/apt,295,1,1
13003,Entire home/apt,120,6,5
13004,Entire home/apt,800,2,91
13005,Entire home/apt,290,11,5
13006,Entire home/apt,165,2,5
13007,Shared room,40,7,9
13008,Private room,92,1,17
13009,Private room,100,1,12
13010,Private room,30,3,29
13011,Entire home/apt,125,5,166
13012,Entire home/apt,350,1,71
13013,Private room,165,1,121
13014,Private room,55,4,2
13015,Private room,84,2,30
13016,Entire home/apt,110,30,2
13017,Private room,150,3,149
13018,Private room,75,3,14
13019,Entire home/apt,896,4,0
13020,Entire home/apt,140,2,7
13021,Entire home/apt,300,4,33
13022,Private room,79,1,60
13023,Private room,249,7,0
13024,Entire home/apt,290,5,0
13025,Entire home/apt,255,3,38
13026,Private room,300,1,10
13027,Private room,75,2,2
13028,Shared room,55,1,0
13029,Private room,58,1,204
13030,Entire home/apt,229,5,7
13031,Private room,135,30,6
13032,Entire home/apt,150,30,0
13033,Entire home/apt,200,1,0
13034,Entire home/apt,159,30,2
13035,Shared room,65,1,1
13036,Entire home/apt,180,4,5
13037,Entire home/apt,500,1,9
13038,Shared room,111,1,1
13039,Private room,54,3,24
13040,Private room,95,3,8
13041,Private room,99,1,140
13042,Private room,55,1,107
13043,Entire home/apt,479,2,77
13044,Entire home/apt,6500,1,13
13045,Entire home/apt,200,1,0
13046,Entire home/apt,230,3,5
13047,Entire home/apt,229,2,1
13048,Private room,75,2,5
13049,Entire home/apt,399,2,3
13050,Private room,50,9,0
13051,Entire home/apt,213,30,52
13052,Private room,82,2,71
13053,Entire home/apt,250,2,38
13054,Private room,71,2,6
13055,Entire home/apt,200,3,16
13056,Entire home/apt,260,5,43
13057,Private room,160,2,1
13058,Entire home/apt,185,1,3
13059,Entire home/apt,260,2,0
13060,Entire home/apt,195,2,7
13061,Entire home/apt,175,30,15
13062,Entire home/apt,190,5,1
13063,Private room,79,1,1
13064,Private room,57,2,34
13065,Private room,89,1,215
13066,Entire home/apt,160,1,3
13067,Entire home/apt,299,1,3
13068,Private room,199,3,196
13069,Private room,30,3,6
13070,Entire home/apt,230,3,44
13071,Entire home/apt,175,2,7
13072,Entire home/apt,200,3,1
13073,Private room,70,2,4
13074,Private room,85,1,0
13075,Entire home/apt,145,2,121
13076,Entire home/apt,137,3,17
13077,Entire home/apt,85,2,4
13078,Private room,50,7,2
13079,Entire home/apt,109,1,0
13080,Private room,95,2,26
13081,Entire home/apt,275,3,1
13082,Private room,100,1,1
13083,Entire home/apt,111,4,14
13084,Entire home/apt,198,1,11
13085,Entire home/apt,150,1,16
13086,Entire home/apt,325,1,178
13087,Entire home/apt,125,2,3
13088,Entire home/apt,500,30,0
13089,Private room,150,1,0
13090,Private room,200,1,2
13091,Entire home/apt,200,3,8
13092,Entire home/apt,349,1,0
13093,Entire home/apt,130,2,45
13094,Entire home/apt,263,2,4
13095,Entire home/apt,120,2,2
13096,Entire home/apt,130,3,18
13097,Entire home/apt,450,3,0
13098,Entire home/apt,120,2,7
13099,Private room,135,3,0
13100,Private room,50,1,37
13101,Entire home/apt,234,30,0
13102,Private room,69,7,5
13103,Shared room,165,1,3
13104,Entire home/apt,199,2,8
13105,Private room,80,2,9
13106,Private room,80,1,2
13107,Entire home/apt,215,30,0
13108,Entire home/apt,100,30,22
13109,Entire home/apt,199,2,71
13110,Private room,180,1,0
13111,Entire home/apt,77,30,26
13112,Private room,75,30,7
13113,Entire home/apt,260,5,3
13114,Shared room,30,1,24
13115,Private room,30,6,6
13116,Entire home/apt,300,2,7
13117,Entire home/apt,115,3,1
13118,Private room,55,1,199
13119,Entire home/apt,175,2,26
13120,Entire home/apt,190,5,1
13121,Entire home/apt,550,6,0
13122,Entire home/apt,250,1,2
13123,Shared room,50,5,0
13124,Private room,115,1,0
13125,Private room,119,3,5
13126,Private room,69,2,11
13127,Private room,127,30,0
13128,Private room,113,2,73
13129,Entire home/apt,250,3,41
13130,Entire home/apt,141,3,6
13131,Entire home/apt,580,3,132
13132,Private room,109,1,4
13133,Private room,52,21,0
13134,Private room,70,2,4
13135,Entire home/apt,110,5,11
13136,Private room,79,3,3
13137,Private room,180,6,23
13138,Entire home/apt,225,5,1
13139,Entire home/apt,115,4,0
13140,Private room,100,1,61
13141,Entire home/apt,189,1,1
13142,Entire home/apt,250,3,63
13143,Entire home/apt,80,1,47
13144,Private room,99,1,1
13145,Entire home/apt,160,7,3
13146,Private room,79,5,2
13147,Entire home/apt,250,7,11
13148,Entire home/apt,180,4,11
13149,Private room,150,4,1
13150,Private room,89,1,52
13151,Entire home/apt,160,5,24
13152,Entire home/apt,225,2,6
13153,Private room,92,2,8
13154,Entire home/apt,280,30,0
13155,Entire home/apt,189,3,4
13156,Private room,99,1,17
13157,Entire home/apt,95,3,34
13158,Entire home/apt,600,3,28
13159,Entire home/apt,489,30,0
13160,Private room,85,34,41
13161,Entire home/apt,250,7,0
13162,Entire home/apt,175,3,4
13163,Private room,98,1,49
13164,Entire home/apt,300,2,1
13165,Private room,100,2,16
13166,Private room,136,2,10
13167,Entire home/apt,140,4,1
13168,Entire home/apt,299,3,0
13169,Entire home/apt,140,29,4
13170,Entire home/apt,125,1,0
13171,Entire home/apt,194,3,51
13172,Private room,52,5,91
13173,Entire home/apt,180,2,135
13174,Entire home/apt,121,30,3
13175,Entire home/apt,250,6,0
13176,Entire home/apt,200,4,0
13177,Private room,82,1,170
13178,Shared room,90,7,0
13179,Entire home/apt,115,2,117
13180,Private room,123,3,2
13181,Entire home/apt,359,4,0
13182,Entire home/apt,650,3,14
13183,Entire home/apt,209,2,3
13184,Entire home/apt,150,2,5
13185,Private room,50,2,0
13186,Entire home/apt,100,1,0
13187,Private room,175,1,232
13188,Private room,69,2,115
13189,Entire home/apt,233,2,88
13190,Entire home/apt,309,1,4
13191,Private room,85,1,7
13192,Private room,100,1,1
13193,Private room,93,2,176
13194,Entire home/apt,149,9,78
13195,Entire home/apt,205,30,1
13196,Private room,75,3,90
13197,Entire home/apt,111,30,1
13198,Entire home/apt,250,6,10
13199,Private room,55,2,4
13200,Private room,95,24,4
13201,Entire home/apt,190,1,1
13202,Entire home/apt,77,30,0
13203,Private room,89,2,54
13204,Private room,200,2,6
13205,Entire home/apt,245,5,0
13206,Entire home/apt,100,3,1
13207,Entire home/apt,250,30,0
13208,Entire home/apt,500,1,1
13209,Entire home/apt,249,22,119
13210,Entire home/apt,685,30,1
13211,Private room,65,4,0
13212,Entire home/apt,90,1,117
13213,Entire home/apt,420,3,4
13214,Entire home/apt,184,30,0
13215,Private room,130,3,7
13216,Entire home/apt,355,3,18
13217,Entire home/apt,225,1,19
13218,Private room,99,3,10
13219,Entire home/apt,199,2,4
13220,Entire home/apt,160,3,0
13221,Entire home/apt,209,30,74
13222,Entire home/apt,131,30,1
13223,Entire home/apt,255,3,26
13224,Entire home/apt,85,31,0
13225,Private room,89,3,153
13226,Entire home/apt,172,30,3
13227,Entire home/apt,175,5,3
13228,Entire home/apt,220,2,10
13229,Private room,55,1,1
13230,Entire home/apt,190,1,15
13231,Private room,155,1,0
13232,Entire home/apt,125,3,26
13233,Private room,100,1,2
13234,Private room,99,2,52
13235,Private room,70,3,2
13236,Entire home/apt,56,1,0
13237,Private room,110,1,19
13238,Entire home/apt,200,2,0
13239,Private room,69,5,9
13240,Entire home/apt,150,3,0
13241,Private room,335,2,1
13242,Private room,56,30,7
13243,Entire home/apt,148,3,1
13244,Private room,119,30,4
13245,Entire home/apt,227,1,5
13246,Entire home/apt,792,29,0
13247,Private room,90,3,6
13248,Entire home/apt,150,2,3
13249,Private room,39,1,37
13250,Entire home/apt,166,1,2
13251,Private room,75,7,3
13252,Private room,63,2,16
13253,Private room,423,2,67
13254,Entire home/apt,120,2,21
13255,Entire home/apt,399,2,51
13256,Private room,200,3,0
13257,Entire home/apt,200,5,17
13258,Entire home/apt,289,6,0
13259,Entire home/apt,195,2,2
13260,Private room,102,4,9
13261,Private room,88,30,34
13262,Private room,39,2,47
13263,Private room,99,2,139
13264,Private room,110,7,0
13265,Private room,120,2,23
13266,Private room,149,2,1
13267,Private room,89,3,1
13268,Entire home/apt,139,5,5
13269,Private room,49,3,86
13270,Private room,83,3,51
13271,Entire home/apt,380,1,1
13272,Entire home/apt,75,3,2
13273,Entire home/apt,148,2,13
13274,Entire home/apt,149,7,35
13275,Entire home/apt,150,2,7
13276,Entire home/apt,300,4,36
13277,Entire home/apt,190,25,1
13278,Entire home/apt,245,3,0
13279,Entire home/apt,278,30,10
13280,Entire home/apt,258,1,0
13281,Entire home/apt,149,2,4
13282,Private room,125,1,21
13283,Entire home/apt,160,2,0
13284,Entire home/apt,200,5,23
13285,Entire home/apt,225,1,84
13286,Entire home/apt,225,2,12
13287,Shared room,74,2,3
13288,Private room,115,3,25
13289,Entire home/apt,199,30,66
13290,Entire home/apt,123,30,4
13291,Entire home/apt,351,3,2
13292,Shared room,45,1,1
13293,Entire home/apt,105,2,1
13294,Private room,499,3,2
13295,Entire home/apt,250,30,1
13296,Private room,84,11,1
13297,Entire home/apt,300,1,3
13298,Entire home/apt,200,1,9
13299,Entire home/apt,90,5,2
13300,Entire home/apt,200,1,1
13301,Entire home/apt,82,4,7
13302,Entire home/apt,650,2,19
13303,Entire home/apt,150,1,11
13304,Private room,68,1,5
13305,Entire home/apt,255,1,0
13306,Private room,130,1,3
13307,Entire home/apt,150,64,23
13308,Entire home/apt,166,2,2
13309,Private room,50,1,0
13310,Entire home/apt,96,50,0
13311,Entire home/apt,99,2,1
13312,Entire home/apt,257,1,0
13313,Entire home/apt,290,3,2
13314,Private room,257,2,0
13315,Entire home/apt,350,4,189
13316,Entire home/apt,81,3,19
13317,Private room,55,7,8
13318,Shared room,55,3,1
13319,Entire home/apt,400,2,0
13320,Entire home/apt,2180,4,48
13321,Private room,43,7,104
13322,Private room,150,2,100
13323,Entire home/apt,286,4,22
13324,Private room,55,2,7
13325,Private room,60,1,5
13326,Private room,100,1,51
13327,Private room,100,2,0
13328,Private room,40,1,1
13329,Private room,36,3,25
13330,Entire home/apt,185,2,4
13331,Private room,50,1,3
13332,Private room,125,1,31
13333,Private room,175,30,0
13334,Private room,70,1,2
13335,Private room,49,1,28
13336,Entire home/apt,208,2,4
13337,Entire home/apt,210,1,2
13338,Entire home/apt,200,5,11
13339,Private room,75,2,10
13340,Private room,90,1,10
13341,Entire home/apt,375,1,0
13342,Entire home/apt,154,21,18
13343,Private room,207,1,8
13344,Private room,70,15,8
13345,Private room,90,30,2
13346,Private room,75,13,3
13347,Entire home/apt,110,3,144
13348,Private room,100,1,0
13349,Entire home/apt,100,1,20
13350,Entire home/apt,389,1,60
13351,Private room,50,64,8
13352,Private room,80,4,8
13353,Entire home/apt,205,1,29
13354,Private room,100,2,16
13355,Entire home/apt,118,1,1
13356,Entire home/apt,250,7,28
13357,Private room,85,2,2
13358,Entire home/apt,250,2,60
13359,Shared room,100,1,0
13360,Entire home/apt,200,7,10
13361,Entire home/apt,500,2,127
13362,Private room,100,3,0
13363,Private room,89,3,0
13364,Entire home/apt,150,4,8
13365,Entire home/apt,194,14,2
13366,Entire home/apt,175,21,0
13367,Private room,78,1,1
13368,Entire home/apt,220,1,1
13369,Entire home/apt,231,2,56
13370,Private room,95,1,1
13371,Entire home/apt,160,4,3
13372,Entire home/apt,660,3,45
13373,Entire home/apt,350,2,0
13374,Private room,250,3,0
13375,Entire home/apt,125,1,0
13376,Entire home/apt,235,30,1
13377,Entire home/apt,200,1,8
13378,Private room,65,1,0
13379,Entire home/apt,200,3,0
13380,Entire home/apt,205,5,6
13381,Entire home/apt,100,11,0
13382,Entire home/apt,250,1,28
13383,Private room,95,1,36
13384,Entire home/apt,500,2,6
13385,Entire home/apt,94,4,87
13386,Entire home/apt,70,14,78
13387,Entire home/apt,100,3,0
13388,Private room,55,2,38
13389,Entire home/apt,140,30,8
13390,Entire home/apt,185,1,6
13391,Entire home/apt,200,2,0
13392,Entire home/apt,275,3,55
13393,Private room,88,30,3
13394,Private room,175,1,0
13395,Entire home/apt,200,3,12
13396,Entire home/apt,215,2,3
13397,Entire home/apt,227,2,4
13398,Entire home/apt,150,1,0
