age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
42,Federal-gov,HS-grad,Separated,Other-service,Other-relative,Black,Female,40,<=50K
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
25,State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,20,<=50K
29,Private,HS-grad,Separated,Priv-house-serv,Unmarried,Black,Female,55,<=50K
45,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,<=50K
50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,80,<=50K
57,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
19,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K
54,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,43,<=50K
22,?,HS-grad,Never-married,?,Own-child,White,Female,40,<=50K
27,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
58,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K
24,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K
20,?,Some-college,Never-married,?,Own-child,Black,Female,40,<=50K
33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,50,<=50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,>50K
24,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
90,?,7th-8th,Separated,?,Not-in-family,White,Female,15,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,40,<=50K
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,<=50K
36,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,30,<=50K
34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,<=50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
22,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,40,<=50K
35,Private,10th,Divorced,Sales,Unmarried,White,Female,38,<=50K
54,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,38,<=50K
47,Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,White,Female,30,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Male,20,<=50K
39,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,45,<=50K
46,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K
50,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,<=50K
55,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,38,<=50K
37,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,75,<=50K
76,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,30,<=50K
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,<=50K
41,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,20,<=50K
44,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,88,<=50K
55,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
31,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K
29,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,45,<=50K
34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,>50K
41,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,55,<=50K
39,Self-emp-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,60,<=50K
33,Private,HS-grad,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,45,<=50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,>50K
23,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,25,<=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,>50K
29,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,36,<=50K
25,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
41,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,<=50K
32,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,40,<=50K
23,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,>50K
37,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K
45,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,45,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,>50K
36,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Other,Female,40,<=50K
23,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,<=50K
26,Private,Some-college,Separated,Farming-fishing,Own-child,White,Male,40,<=50K
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,<=50K
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,30,<=50K
32,Private,Assoc-voc,Widowed,Tech-support,Unmarried,Black,Female,40,<=50K
36,Private,Bachelors,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,40,<=50K
65,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,>50K
46,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K
43,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Male,38,<=50K
25,?,Assoc-voc,Never-married,?,Own-child,White,Male,90,<=50K
32,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,70,>50K
58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,10,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,<=50K
21,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,50,<=50K
40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K
17,Private,10th,Never-married,Other-service,Own-child,White,Female,10,<=50K
26,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Other,Male,40,<=50K
21,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,40,<=50K
34,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
53,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,35,<=50K
32,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,70,<=50K
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,80,>50K
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K
47,?,Some-college,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,35,<=50K
24,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,98,<=50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K
36,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
42,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,60,<=50K
37,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,37,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K
36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
55,?,Masters,Married-civ-spouse,?,Husband,White,Male,40,>50K
22,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,30,<=50K
38,Private,HS-grad,Separated,Sales,Not-in-family,White,Male,60,<=50K
29,Private,Some-college,Divorced,Tech-support,Unmarried,White,Male,40,<=50K
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,>50K
56,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
41,Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,10,<=50K
34,Federal-gov,Some-college,Never-married,Craft-repair,Other-relative,White,Male,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,40,<=50K
29,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,40,<=50K
22,?,Some-college,Never-married,?,Not-in-family,White,Female,40,<=50K
62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K
42,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,40,<=50K
63,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K
26,State-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,40,<=50K
45,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
39,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,40,<=50K
26,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,<=50K
64,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,32,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
43,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
43,?,HS-grad,Never-married,?,Other-relative,White,Female,40,<=50K
47,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,80,<=50K
71,?,Some-college,Widowed,?,Not-in-family,White,Female,14,<=50K
55,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,10,<=50K
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,<=50K
43,Private,Prof-school,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,>50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,50,<=50K
17,?,10th,Never-married,?,Own-child,White,Female,15,<=50K
34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,27,<=50K
21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,<=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
43,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,35,<=50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,50,<=50K
60,?,9th,Widowed,?,Not-in-family,White,Female,40,<=50K
39,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,49,<=50K
44,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,42,<=50K
55,Private,9th,Never-married,Handlers-cleaners,Other-relative,Black,Male,37,<=50K
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,<=50K
39,Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K
40,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,>50K
38,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,10,<=50K
26,Self-emp-not-inc,HS-grad,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,50,>50K
31,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,40,<=50K
41,Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,40,<=50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
42,Private,Some-college,Never-married,Transport-moving,Unmarried,Black,Female,40,<=50K
44,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,25,<=50K
39,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,65,<=50K
43,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,40,<=50K
40,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,85,<=50K
55,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,<=50K
17,?,Some-college,Never-married,?,Own-child,White,Male,15,<=50K
24,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,30,<=50K
44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,60,<=50K
43,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
26,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,40,<=50K
21,?,HS-grad,Never-married,?,Other-relative,White,Male,60,<=50K
57,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K
39,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,50,>50K
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
34,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K
44,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,>50K
34,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,Black,Female,40,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
33,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K
24,Private,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,32,<=50K
23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
20,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,20,<=50K
52,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
25,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,45,<=50K
34,Private,10th,Separated,Other-service,Unmarried,White,Female,36,<=50K
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,20,<=50K
51,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Unmarried,White,Male,50,>50K
34,Private,Masters,Divorced,Prof-specialty,Own-child,White,Female,60,>50K
45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K
64,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,10,<=50K
52,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
29,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,<=50K
59,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K
32,Private,11th,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,60,>50K
58,Self-emp-not-inc,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,45,<=50K
36,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,70,<=50K
25,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K
65,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,40,<=50K
18,Private,10th,Never-married,Sales,Own-child,White,Male,10,<=50K
45,Private,HS-grad,Separated,Tech-support,Not-in-family,White,Female,26,<=50K
18,?,Some-college,Never-married,?,Own-child,White,Female,40,<=50K
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
29,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K
31,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,45,<=50K
64,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
51,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
48,?,11th,Separated,?,Unmarried,White,Male,40,<=50K
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,<=50K
28,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K
28,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
49,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,22,<=50K
56,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
28,Private,1st-4th,Never-married,Farming-fishing,Unmarried,White,Male,77,<=50K
42,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
19,?,HS-grad,Never-married,?,Own-child,White,Male,20,<=50K
27,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,40,<=50K
63,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,32,<=50K
21,Private,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,50,<=50K
19,Private,12th,Never-married,Other-service,Own-child,White,Male,25,<=50K
59,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,>50K
23,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,43,>50K
28,?,10th,Separated,?,Not-in-family,White,Male,30,<=50K
63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,<=50K
32,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,Other,Male,20,<=50K
33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K
48,Private,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50,>50K
